document_id,target_document,title_as_catalogued,author,date,language,repository,url_or_shelfmark,format,full_text_available,pages_or_extent,is_primary,edition_notes,found_by_search_string,fetched_file,ocr_error_rate
iv-ifes-history,InterVarsity/IFES joint history,InterVarsity and IFES History,InterVarsity Christian Fellowship/USA (institutional),n.d.,en,intervarsity.org,https://intervarsity.org/about-us/intervarsity-and-ifes-history,html,yes,1 web page,no,"Quotes the 1947 Harvard meeting's own stated purpose; institutional secondary source",WebSearch: IFES International Fellowship of Evangelical Students founded 1947 history Lloyd-Jones first chairman,text/iv-ifes-history.txt,0/100 (born-digital text; not OCR)
wp-ifes,IFES encyclopedia entry,International Fellowship of Evangelical Students,Wikipedia contributors,"n.d., accessed 2026-09-07",en,Wikipedia,https://en.wikipedia.org/wiki/International_Fellowship_of_Evangelical_Students,html,yes,1 web page,no,Tertiary/secondary reference source,WebSearch: IFES International Fellowship of Evangelical Students founded 1947 history Lloyd-Jones first chairman,text/wp-ifes.txt,0/100 (born-digital text; not OCR)
wheaton-ifes-vault,IFES archives collection interview,Introducing the Records of International Fellowship of Evangelical Students (IFES),Wheaton College Billy Graham Center Archives (interview with Paul Ericksen),2020-08-01,en,fromthevault.wheaton.edu,https://fromthevault.wheaton.edu/2020/08/01/new-collection-introducing-the-records-of-international-fellowship-of-evangelical-students/,html,yes,1 web page,no,"Describes the physical IFES archive (118 cubic feet) at Wheaton's Billy Graham Center; mentions a 1935 constitution of a predecessor body and Lloyd-Jones's presence at a 1963 IFES committee meeting",WebSearch: IFES International Fellowship of Evangelical Students founded 1947 history Lloyd-Jones first chairman,text/wheaton-ifes-vault.txt,0/100 (born-digital text; not OCR)
wheaton-ifes-finding-aid,IFES Records finding aid,Collection: International Fellowship of Evangelical Students (IFES) Records,Wheaton College Archives (institutional),n.d.,en,archives.wheaton.edu,https://archives.wheaton.edu/repositories/4/resources/1250,html,no,NONE,no,"Page returned almost no body text on automated fetch (1KB, likely JS-rendered finding-aid interface); the companion blog post (wheaton-ifes-vault) was used instead",WebSearch: IFES International Fellowship of Evangelical Students founded 1947 history Lloyd-Jones first chairman,NONE,not applicable
ifes-elizabeth-catherwood,Tribute to Elizabeth Catherwood naming Lloyd-Jones as 1947 founding-meeting chairman,Elizabeth Catherwood 1927-2026,IFES (institutional; quotes Tim Adams, IFES General Secretary),2026,en,ifesworld.org,https://ifesworld.org/en/elizabeth-catherwood/,html,yes,1 web page,no,"IFES's own tribute/obituary page for Lloyd-Jones's daughter; contains the direct quotation naming Lloyd-Jones chairman of the 1947 founding meeting",WebSearch: 'Lloyd-Jones' 'Chairman of IFES' OR 'IFES Chairman',text/ifes-elizabeth-catherwood.txt,0/100 (born-digital text; not OCR)
ifes-beliefs,IFES current doctrinal basis,What We Believe,IFES (institutional),n.d.,en,ifesworld.org,https://ifesworld.org/en/beliefs/,html,yes,1 web page,no,"States IFES's doctrinal basis as currently worded on the site; not dated to 1947 and not confirmed as unchanged since founding",WebSearch: IFES founded Harvard 1947 constitution doctrinal basis ten countries,text/ifes-beliefs.txt,0/100 (born-digital text; not OCR)
et-banner-part1,Banner of Truth Trust history part 1 (paywalled),The Banner of Truth Trust - Iain H. Murray - Part 1,Iain Murray,2007-07-01,en,Evangelical Times,https://www.evangelical-times.org/the-banner-of-truth-trust-iain-h-murray-part-1/,html,no,teaser only,yes,"Article body is behind an Evangelical Times member paywall; only the byline teaser ('...founded the Banner of Truth Trust in 1957, alongside Jack Cullum') was retrievable",WebSearch: Banner of Truth Trust founded 1957 Iain Murray Jack Cullum history,raw/et-banner-part1.html (teaser only; not transcribed to text/),not applicable
et-banner-part2,Banner of Truth Trust history part 2 (founder's own account),The Banner of Truth Trust - Part 2,Iain Murray,2007-08-01,en,Evangelical Times (reprinted from Banner of Truth magazine),https://www.evangelical-times.org/the-banner-of-truth-trust-part-2/,html,yes,1 web page (full article),yes,"Full text accessible (not paywalled); written by Trust co-founder Iain Murray in the first person -- treated as primary for the Trust's own early history",WebSearch: Banner of Truth Trust founded 1957 Iain Murray Jack Cullum history,text/et-banner-part2.txt,0/100 (born-digital text; not OCR)
banneroftruth-story,Banner of Truth Trust's own founding narrative and trust deed text,The Story of Banner,Banner of Truth Trust (institutional),n.d.,en,banneroftruth.org,https://banneroftruth.org/us/about/the-story-of-banner/,html,no,NONE (blocked),yes,"banneroftruth.org returns HTTP 403 Forbidden to automated fetch (Cloudflare bot protection) even with a browser user-agent string. The page's own text, including the 22 July 1957 trust-deed object clause, was recovered via tgc-banner-60, which reproduces it in a blockquote credited to the Banner's own website",WebSearch: Banner of Truth Trust founded 1957 Iain Murray Jack Cullum history,NONE (see tgc-banner-60 for the reproduced text),not applicable
tgc-banner-60,Banner of Truth Trust 60th-anniversary retrospective reproducing the Trust's own founding narrative,The Banner of Truth Trust Turns 60 Years Old,Justin Taylor,2017-07-22,en,The Gospel Coalition,https://www.thegospelcoalition.org/blogs/evangelical-history/the-banner-of-truth-trust-turns-60-years-old/,html,yes,1 web page,no,"Secondary blog post that block-quotes at length from banneroftruth.org's own 'Story of Banner' page (itself unreachable directly, see banneroftruth-story), including the 22 July 1957 trust deed object clause",WebSearch: Banner of Truth Trust founded 1957 Iain Murray Jack Cullum history,text/tgc-banner-60.txt,0/100 (born-digital text; not OCR)
wp-banner,Banner of Truth Trust encyclopedia entry,Banner of Truth Trust,Wikipedia contributors,"n.d., accessed 2026-09-07",en,Wikipedia,https://en.wikipedia.org/wiki/Banner_of_Truth_Trust,html,yes,1 web page,no,Tertiary/secondary reference source,WebSearch: Banner of Truth Trust founded 1957 Iain Murray Jack Cullum history,text/wp-banner.txt,0/100 (born-digital text; not OCR)
csl-mlj-tribute,Lloyd-Jones obituary/tribute naming his roles at all three institutions,David Martyn Lloyd-Jones: A Tribute and An Appreciation,John R. De Witt,1981 (in The Outlook; reposted christianstudylibrary.org),en,christianstudylibrary.org,https://www.christianstudylibrary.org/article/david-martyn-lloyd-jones-tribute-and-appreciation,html,yes,1 web page (4-page original),no,"States Lloyd-Jones was 'long president of the Evangelical Library' and 'helper and adviser to the Banner of Truth Trust'",WebSearch: 'Lloyd-Jones' 'elected chairman' evangelical students 1947,text/csl-mlj-tribute.txt,0/100 (born-digital text; not OCR)
wp-mlj,Martyn Lloyd-Jones encyclopedia entry (for the 1939 British IVF presidency, distinct from IFES),Martyn Lloyd-Jones,Wikipedia contributors,"n.d., accessed 2026-09-07",en,Wikipedia,https://en.wikipedia.org/wiki/Martyn_Lloyd-Jones,html,yes,1 web page,no,Tertiary/secondary reference source; confirms 1939 presidency of the (British) Inter-Varsity Fellowship of Students -- a different body from IFES,WebSearch: Lloyd-Jones Chairman of IFES,text/wp-mlj.txt,0/100 (born-digital text; not OCR)
et-defenders-mlj-part2,Lloyd-Jones's 1971 addresses to the IFES conference,Defenders of the faith: Martyn Lloyd-Jones: Part 2,Evangelical Times (unsigned/staff),1999-03-01,en,Evangelical Times,https://www.evangelical-times.org/defenders-of-the-faith-martyn-lloyd-jones-part-2/,html,yes,1 web page,no,Describes Lloyd-Jones's three addresses at the 1971 IFES Conference at Schloss Mittersill Austria later published by Banner of Truth as 'What is an evangelical?',WebSearch: 'Lloyd-Jones' IFES 'first chairman' 1947 Harvard evangelical students,text/et-defenders-mlj-part2.txt,0/100 (born-digital text; not OCR)
banneroftruth-org-general,Banner of Truth Trust general website (blocked),Banner of Truth Trust website (general),Banner of Truth Trust (institutional),n.d.,en,banneroftruth.org,https://banneroftruth.org/,html,no,NONE,yes,"Every banneroftruth.org URL attempted (story-of-banner page and the Evangelical Library appreciation reprint) returned HTTP 403 Forbidden to automated curl fetch, including with a browser User-Agent header; site appears to run Cloudflare bot protection that blocks this session's egress proxy IP",WebSearch: Banner of Truth Trust founded 1957 Iain Murray Jack Cullum history,NONE,not applicable
