document_id,target_document,title_as_catalogued,author,date,language,repository,url_or_shelfmark,format,full_text_available,pages_or_extent,is_primary,edition_notes,found_by_search_string,fetched_file,ocr_error_rate
wiki-elisabethelliot,Elliot papers / catalog cross-reference,Elisabeth Elliot,Wikipedia contributors,version accessed 2026-09-07,en,Wikipedia,https://en.wikipedia.org/wiki/Elisabeth_Elliot,html,yes,1 web page,no,Secondary; consulted for cross-check with the wheaton-college dossier; no new SIL/Norman detail found beyond what wheaton-college already records.,WebSearch: '"Jim Elliot" "Summer Institute of Linguistics" Norman Oklahoma 1950',text/wiki-elisabethelliot.txt,0/100 (born-digital HTML; no OCR)
tsha-sil,SIL/WBT doctrinal statement and statement of purpose (1934-42),Summer Institute of Linguistics,Christopher J. Wickham (Handbook of Texas, standard byline; not confirmed this session),n.d. (accessed 2026-09-07),en,Handbook of Texas (Texas State Historical Association),https://www.tshaonline.org/handbook/entries/summer-institute-of-linguistics,html,yes,1 web page,no,"Scholarly encyclopedia secondary entry; states 1934 founding purpose in the founders'-summary voice, not a quotation of a primary charter.",WebSearch: '"Summer Institute of Linguistics" history 1934 wycliffe.org founding',text/tsha-sil.txt,0/100 (born-digital HTML; no OCR)
tsha-wbt,General/background,Wycliffe Bible Translators,Handbook of Texas staff,n.d. (accessed 2026-09-07),en,Handbook of Texas (Texas State Historical Association),https://www.tshaonline.org/handbook/entries/wycliffe-bible-translators,html,yes,1 web page,no,Scholarly encyclopedia secondary entry; confirms August 12 1942 incorporation and Legters's co-role.,WebSearch: '"Wycliffe Bible Translators" doctrinal statement 1942',text/tsha-wbt.txt,0/100 (born-digital HTML; no OCR)
eef-about-jimelliot,Elliot papers / catalog cross-reference,About Jim Elliot,Elisabeth Elliot Foundation (organization),n.d. (accessed 2026-09-07),en,Elisabeth Elliot Foundation website,https://elisabethelliot.org/about/jim-elliot/,html,yes,1 web page,no,"Secondary devotional biography page; does not itself mention Camp Wycliffe or SIL by name.",WebSearch: '"Jim Elliot" "Camp Wycliffe" 1950 Norman Oklahoma University linguistics course',text/eef-about-jimelliot.txt,0/100 (born-digital HTML; no OCR)
eef-journals-1948,Elliot papers / catalog cross-reference,"Journals of Jim Elliot: Part One, Summer 1948 (excerpting The Journals of Jim Elliot, ed. Elisabeth Elliot, Fleming H. Revell, 1978, pp. 67-68)",Jim Elliot (journal text); Elisabeth Elliot (editor/compiler),"Devotional posted 2025-01-08; journal entries dated June 1948",en,Elisabeth Elliot Foundation website,https://elisabethelliot.org/resource-library/devotionals/journals-of-jim-elliot-part-one-summer-1948/,html,yes,1 web page (short excerpt of a 1978 book),yes,"[RIGHTS: copyrighted, short quotation only] Contains Jim Elliot's own words (""Following my graduation from Wheaton in 1948, I attended the Summer Institute of Linguistics at the University of Oklahoma""), quoted at second hand via this devotional rather than the 1978 book itself; treated PRIMARY as an author's own journal, at second hand. NOTE: this excerpt's own framing (""before returning for his senior year at Wheaton"") conflicts with its stated year 1948 for graduation -- see discrepancies.md.",WebSearch: '"Jim Elliot" "Summer Institute of Linguistics" Norman Oklahoma 1950',text/eef-journals-1948.txt,0/100 (born-digital HTML; no OCR)
sil-archives-54428,General/background,"The Development of the Wycliffe Bible Translators and the Summer Institute of Linguistics, 1934-1982 (Ph.D. thesis, University of Stirling)",Boone Aldridge,2012-11-28,en,SIL Language & Culture Archives,https://www.sil.org/resources/archives/54428,html (abstract page only),NEEDS_RETRANSCRIPTION,"vi, 335 pages (thesis); abstract only fetched this session",no,"Only the archive catalog abstract was fetched this session, not the full thesis PDF at the linked handle (http://hdl.handle.net/1893/10058); flagged for a follow-up Fetcher ticket. Abstract used for background only, not quoted for facts.",WebSearch: '"Camp Wycliffe" first session 1934 announcement letter Townsend Legters two students',text/sil-archives-54428.txt,not applicable (abstract page only; full thesis not fetched)
christianity-com-townsend,Townsend's early letters,Cameron Townsend Resolved to Do God's Will,"Dan Graves, MSL",Published 2010-04-28 (page also carries 'Last updated April 2007'),en,Christianity.com Church History Timeline,https://www.christianity.com/church/church-history/timeline/1901-2000/cameron-townsend-resolved-to-do-gods-will-11630715.html,html,yes,1 web page,no,"Devotional/tertiary retelling citing Wallis and Bennett Two Thousand Tongues to Go (1959) and Hugh Steven A Thousand Trails (1984) in its own bibliography; quotations in this page are therefore at third hand and are flagged as such wherever used.",WebSearch: 'Hefley Uncle Cam Townsend biography 1974 archive.org',text/christianity-com-townsend.txt,0/100 (born-digital HTML; no OCR)
wycliffeca-camp-wycliffe,General/background,Camp Wycliffe (feature on Wycliffe Thai Foundation's modern camp with a history paragraph on the 1934 original),Ruth Richert,n.d. (accessed 2026-09-07),en,"Wycliffe Canada, In Other Words magazine",https://stories.wycliffe.ca/stories/camp-wycliffe,html,yes,1 web page,no,Mostly about a present-day Thailand youth camp; only the "History of Camp Wycliffe" section is relevant background.,WebSearch: '"Camp Wycliffe" first session 1934 announcement letter Townsend Legters two students',text/wycliffeca-camp-wycliffe.txt,0/100 (born-digital HTML; no OCR)
wycliffe-au-history,General/background,Wycliffe's History,Wycliffe Australia (organization),n.d. (accessed 2026-09-07),en,Wycliffe Australia website,https://wycliffe.org.au/explore/wycliffe-history/,html,yes,1 web page,no,"Gives the reason WBT was founded separately from SIL in the early 1940s (""friends of the work strongly recommended the formation of a society specifically focused on Bible translation"").",WebSearch: '"Camp Wycliffe" first session 1934 announcement letter Townsend Legters two students',text/wycliffe-au-history.txt,0/100 (born-digital HTML; no OCR)
unclecam-hefley,"Hefley and Hefley, Uncle Cam (1974) -- priority source named in the assignment","Uncle Cam: The Story of William Cameron Townsend, Founder of the Wycliffe Bible Translators and the Summer Institute of Linguistics",James C. Hefley and Marti Hefley,1974,en,Internet Archive,https://archive.org/details/unclecamstoryofw0000hefl,images/OCR (controlled digital lending),NEEDS_RETRANSCRIPTION,272 pages,yes,"BLOCKED this session: archive.org metadata confirms access-restricted-item=true (controlled digital lending; borrowing requires an authenticated, time-limited loan that this session's curl access cannot perform). djvu.txt download returned HTTP 401. See text/unclecam-hefley.REQUEST.md.",WebSearch: 'Hefley Uncle Cam Townsend biography 1974 archive.org',NONE (BLOCKED),not applicable (not fetched)
shadow-almighty-elliot,"Elisabeth Elliot, Shadow of the Almighty (1958; 1989 HarperCollins ed.) pp. 128-32 -- cited by Wikipedia for the 1950 Camp Wycliffe/Norman OK date",Shadow of the Almighty,Elisabeth Elliot,1989 (HarperCollins edition; orig. 1958),en,Internet Archive,https://archive.org/details/shadowofalmighty00elli,images/OCR (controlled digital lending),NEEDS_RETRANSCRIPTION,not established this session,yes,"BLOCKED this session: archive.org metadata/download endpoint returned HTTP 401 (controlled digital lending, borrow required). Would be the strongest available source for the Jim Elliot/SIL Norman 1950 date and should be a priority Fetcher follow-up (via an authenticated IA loan). See text/shadow-almighty-elliot.REQUEST.md.",WebSearch: '"Jim Elliot" "Summer Institute of Linguistics" Norman Oklahoma 1950',NONE (BLOCKED),not applicable (not fetched)
wheaton-jimelliot-archives,"Archive finding aid for the Elliot papers (roster special step for wycliffe-sil, wheaton-college, cmml-brethren, prairie-bible-institute)",Jim Elliot Collection,Archives of Wheaton College (Billy Graham Center Archives),n.d.,en,Archives of Wheaton College,https://archives.wheaton.edu/repositories/4/resources/466,html,NEEDS_RETRANSCRIPTION,not established this session,no,"BLOCKED this session: archives.wheaton.edu returned a Cloudflare Turnstile ""Human Check"" gate (no article content), consistent with the wheaton-college chapter's own finding this session. See text/wheaton-jimelliot-archives.REQUEST.md.",WebSearch: '"Jim Elliot" "Summer Institute of Linguistics" Norman Oklahoma 1950',NONE (BLOCKED),not applicable (not fetched)
wheaton-elisabethelliot-archives,Archive finding aid for the Elliot papers,Elisabeth Elliot Papers,Archives of Wheaton College (Billy Graham Center Archives),n.d.,en,Archives of Wheaton College,https://archives.wheaton.edu/repositories/4/resources/484,html,NEEDS_RETRANSCRIPTION,not established this session,no,BLOCKED this session: same Cloudflare Turnstile gate as the row above.,WebSearch: 'elisabethelliot.org Camp Wycliffe OR Summer Institute of Linguistics Jim Elliot Norman',NONE (BLOCKED),not applicable (not fetched)
jimelliot-faithway-bio,General/background,Jim Elliot biography (PDF),Faithway Baptist Church (compiler; original authorship not established),n.d.,en,Faithway Baptist Church website,https://faithwaybaptist-ypsilanti.com/wp-content/uploads/2023/10/Jim-Elliot-biography.pdf,pdf,NEEDS_RETRANSCRIPTION,not established this session,no,BLOCKED this session: server returned an HTML captcha/redirect page instead of the PDF (HTTP 202 with a sgcaptcha redirect).,WebSearch: '"Jim Elliot" "Camp Wycliffe" 1950 Norman Oklahoma University linguistics course',NONE (BLOCKED),not applicable (not fetched)
sil-faq,"SIL/WBT doctrinal statement and statement of purpose (1934-42) -- checked for a current doctrinal/purpose statement to compare against wycliffe-our-beliefs",Frequently Asked Questions,SIL International (organization),n.d.,en,SIL Global website,https://www.sil.org/about/faq,html,NEEDS_RETRANSCRIPTION,not established this session,no,BLOCKED this session: server returned HTTP 403 Forbidden.,WebSearch: 'SIL International core values OR articles of incorporation 1942 California text',NONE (BLOCKED),not applicable (not fetched)
camp-wycliffe-announcement-1934,Camp Wycliffe first-session announcement (1934),Camp Wycliffe first-session announcement or prospectus,William Cameron Townsend / L. L. Legters,1934,en,"Wycliffe USA archives, Orlando; SIL archives, Dallas (per roster Holdings column); not confirmed digitized",NONE,print-only (not located as digitized),no,not established,no,"No digitized copy located this session in Internet Archive, HathiTrust, Google Books, or the institutional websites searched. Physical holdings per the roster: Wycliffe USA archives, Orlando; SIL archives, Dallas. Scout step not separately re-run; recorded here as NONE per Procedure S step 2.2.",WebSearch: '"Camp Wycliffe" first session 1934 announcement letter Townsend Legters two students',NONE,not applicable (not fetched)
wbt-sil-doctrinal-statement-1934-42,SIL/WBT doctrinal statement and statement of purpose (1934-42),Original SIL/WBT doctrinal statement (1934-42 era),William Cameron Townsend and associates,1934-1942,en,"SIL archives, Dallas; Wycliffe USA archives, Orlando (per roster); not confirmed digitized",NONE,print-only (not located as digitized),no,not established,no,No digitized period-original (1934-42) doctrinal statement text was located this session; only the organizations' present-day statements (wycliffe-our-beliefs) were found online. See charter_abridged.md coverage note.,WebSearch: 'SIL International core values OR articles of incorporation 1942 California text',NONE,not applicable (not fetched)
hefley-uncle-cam-print,Hefley and Hefley Uncle Cam (1974) -- alternate check for a non-restricted digitized copy or excerpt,Uncle Cam (Google Books preview),James C. Hefley and Marti Hefley,1974,en,Google Books,https://books.google.com/books/about/Uncle_Cam.html?id=VAi54ZsE8eQC,html (snippet/preview only),NEEDS_RETRANSCRIPTION,not established this session,yes,"Google Books listing found by WebSearch; page not fetched this session (Google Books preview pages are not reliably scrapable via curl and typically show snippet view only for in-copyright books). Not pursued further; logged for a follow-up Fetcher ticket.",WebSearch: 'Hefley Uncle Cam Townsend biography 1974 archive.org',NONE (not attempted via curl this session),not applicable (not fetched)
svelmoe-new-vision,"Svelmoe, A New Vision for Missions (2008) -- roster Secondary source",A New Vision for Missions: William Cameron Townsend, the Wycliffe Bible Translators, and the Culture of Early Evangelical Faith Missions 1896-1945,William Lawrence Svelmoe,2008,en,"Gale Academic OneFile (found by WebSearch); publisher University Alabama Press",https://go.gale.com/ps/i.do?id=GALE%7CA218882646&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=08845379&p=AONE&sw=w,html (paywalled database),NEEDS_RETRANSCRIPTION,not established this session,no,BLOCKED this session: Gale Academic OneFile requires institutional subscription; not fetched via curl (would return an access-denied or login page). Logged for a follow-up Fetcher ticket with library access.,WebSearch: '"Camp Wycliffe" first session 1934 announcement letter Townsend Legters two students',NONE (not attempted via curl this session),not applicable (not fetched)
